0,-1.87093,0.392844,3.37692,0.308972,-1.48217,
1,-1.87093,0.392844,3.37692,0.308972,-1.48217,
2,-1.87093,0.392844,3.37692,0.308972,-1.48217,
3,-1.87093,0.392844,3.37692,0.308972,-1.48256,
4,-1.87093,0.392844,3.37692,0.308972,-1.48217,
5,-1.87093,0.392844,3.37692,0.308972,-1.48217,
6,-1.87093,0.392844,3.37692,0.308972,-1.48217,
7,-1.87093,0.392845,3.37692,0.308972,-1.48217,
8,-1.87093,0.392844,3.37692,0.308972,-1.48217,
9,-1.87093,0.392845,3.37692,0.308972,-1.48217,
10,-1.87093,0.392844,3.37692,0.308972,-1.48217,
11,-1.87093,0.392844,3.37692,0.308972,-1.48217,
12,-1.87093,0.392845,3.37692,0.308967,-1.48179,
13,-1.87093,0.392844,3.37692,0.308967,-1.48179,
14,-1.87055,0.392844,3.37692,0.308967,-1.48217,
15,-1.87093,0.392844,3.37692,0.308967,-1.48217,
16,-1.87093,0.392844,3.37692,0.308972,-1.48217,
17,-1.87055,0.392844,3.37692,0.308972,-1.48217,
18,-1.87093,0.392844,3.37692,0.308972,-1.48217,
19,-1.87093,0.392844,3.37692,0.308972,-1.48217,
20,-1.87055,0.392844,3.37692,0.308972,-1.48179,
21,-1.87055,0.392844,3.37692,0.308972,-1.48179,
22,-1.87055,0.392844,3.37692,0.308972,-1.48217,
23,-1.87055,0.392844,3.37692,0.308972,-1.48179,
24,-1.87055,0.392845,3.37692,0.308972,-1.48179,
25,-1.87055,0.392845,3.37692,0.308972,-1.48217,
26,-1.87055,0.392844,3.37692,0.308972,-1.48179,
27,-1.87055,0.392845,3.37692,0.308972,-1.48217,
28,-1.87093,0.392844,3.37692,0.308972,-1.48217,
29,-1.87093,0.392844,3.37692,0.308972,-1.48217,
30,-1.87055,0.392845,3.37692,0.308972,-1.48217,
31,-1.87093,0.392845,3.37692,0.308972,-1.48179,
32,-1.87093,0.392845,3.37692,0.308972,-1.48217,
33,-1.87055,0.392845,3.37692,0.308972,-1.48217,
34,-1.87093,0.392845,3.37692,0.308972,-1.48217,
35,-1.87093,0.392845,3.37692,0.308967,-1.48217,
36,-1.87055,0.392844,3.37692,0.308967,-1.48217,
37,-1.87093,0.392844,3.37692,0.308967,-1.48217,
38,-1.87093,0.392844,3.37692,0.308967,-1.48217,
39,-1.87055,0.392844,3.37692,0.308967,-1.48217,
40,-1.87055,0.392844,3.37692,0.308967,-1.48217,
41,-1.87055,0.392844,3.37692,0.308967,-1.48217,
42,-1.87055,0.392844,3.37692,0.308967,-1.48217,
43,-1.87055,0.392844,3.37692,0.308972,-1.48217,
44,-1.87055,0.392844,3.37692,0.308972,-1.48217,
45,-1.87055,0.392845,3.37692,0.308972,-1.48217,
46,-1.87055,0.392844,3.37692,0.308972,-1.48217,
47,-1.87055,0.392844,3.37692,0.308972,-1.48179,
48,-1.87055,0.392844,3.37692,0.308972,-1.48217,
49,-1.87055,0.392844,3.37692,0.308972,-1.48217,
50,-1.87055,0.392844,3.37692,0.308972,-1.48217,
51,-1.87093,0.392844,3.37692,0.308972,-1.48217,
52,-1.87093,0.392844,3.37692,0.308972,-1.48217,
53,-1.87055,0.392844,3.37692,0.308972,-1.48217,
54,-1.87055,0.392844,3.37692,0.308972,-1.48217,
55,-1.87093,0.392844,3.37692,0.308972,-1.48217,
56,-1.87093,0.392844,3.37692,0.308972,-1.48217,
57,-1.87093,0.392844,3.37692,0.308972,-1.48217,
58,-1.87055,0.392844,3.37692,0.308972,-1.48179,
59,-1.87055,0.392844,3.37692,0.308972,-1.48217,
60,-1.87093,0.392844,3.37692,0.308972,-1.48217,
61,-1.87093,0.392844,3.37692,0.308972,-1.48217,
62,-1.87055,0.392844,3.37692,0.308972,-1.48217,
63,-1.87093,0.392844,3.37692,0.308972,-1.48217,
64,-1.87055,0.392844,3.37692,0.308972,-1.48217,
65,-1.87055,0.392844,3.37692,0.308972,-1.48217,
66,-1.87055,0.392844,3.37692,0.308972,-1.48217,
67,-1.87093,0.392845,3.37692,0.308972,-1.48217,
68,-1.87055,0.392844,3.37692,0.308972,-1.48217,
69,-1.87055,0.392845,3.37692,0.308972,-1.48217,
70,-1.87055,0.392845,3.37692,0.308972,-1.48217,
71,-1.87093,0.392844,3.37692,0.308972,-1.48217,
72,-1.87093,0.392845,3.37692,0.308972,-1.48217,
73,-1.87055,0.392845,3.37692,0.308972,-1.48217,
74,-1.87055,0.392844,3.37692,0.308972,-1.48217,
75,-1.87093,0.392845,3.37692,0.308967,-1.48217,
76,-1.87055,0.392844,3.37692,0.308967,-1.48256,
77,-1.87055,0.392844,3.37692,0.308967,-1.48217,
78,-1.87055,0.392844,3.37692,0.308967,-1.48217,
79,-1.87055,0.392844,3.37692,0.308967,-1.48217,
80,-1.87055,0.392845,3.37692,0.308967,-1.48217,
81,-1.87093,0.392844,3.37692,0.308967,-1.48217,
82,-1.87055,0.392845,3.37692,0.308967,-1.48217,
83,-1.87093,0.392845,3.37692,0.308967,-1.48217,
84,-1.87093,0.392844,3.37692,0.308967,-1.48217,
85,-1.87093,0.392844,3.37692,0.308967,-1.48217,
86,-1.87093,0.392844,3.37692,0.308967,-1.48217,
87,-1.87055,0.392844,3.37692,0.308967,-1.48217,
88,-1.87055,0.392844,3.37692,0.308967,-1.48217,
89,-1.87055,0.392844,3.37692,0.308967,-1.48217,
90,-1.87093,0.392844,3.37692,0.308967,-1.48217,
91,-1.87093,0.392844,3.37692,0.308967,-1.48217,
92,-1.87055,0.392844,3.37692,0.308972,-1.48217,
93,-1.87093,0.392844,3.37692,0.308972,-1.48217,
94,-1.87093,0.392844,3.37692,0.308972,-1.48217,
95,-1.87093,0.392844,3.37692,0.308972,-1.48217,
96,-1.87093,0.392844,3.37692,0.308972,-1.48217,
97,-1.87055,0.392844,3.37692,0.308972,-1.48179,
98,-1.87055,0.392844,3.37692,0.308972,-1.48217,
99,-1.87093,0.392844,3.37692,0.308972,-1.48217,
100,-1.87093,0.392844,3.37692,0.308972,-1.48217,
101,-1.87093,0.392844,3.37692,0.308972,-1.48217,
102,-1.87093,0.392844,3.37692,0.308972,-1.48217,
103,-1.87093,0.392844,3.37692,0.308972,-1.48217,
104,-1.87093,0.392844,3.37692,0.308972,-1.48217,
105,-1.87093,0.392844,3.37692,0.308972,-1.48217,
106,-1.87093,0.392844,3.37692,0.308972,-1.48217,
107,-1.87055,0.392844,3.37692,0.308972,-1.48217,
108,-1.87055,0.392845,3.37692,0.308972,-1.48217,
109,-1.87055,0.392844,3.37692,0.308972,-1.48217,
110,-1.87055,0.392844,3.37692,0.308972,-1.48217,
111,-1.87093,0.392844,3.37692,0.308972,-1.48256,
112,-1.87055,0.392844,3.37692,0.308972,-1.48217,
113,-1.87055,0.392845,3.37692,0.308972,-1.48256,
114,-1.87055,0.392845,3.37692,0.308972,-1.48217,
115,-1.87093,0.392845,3.37692,0.308972,-1.48256,
116,-1.87093,0.392844,3.37692,0.308972,-1.48217,
117,-1.87055,0.392845,3.37692,0.308972,-1.48217,
118,-1.87093,0.392844,3.37692,0.308972,-1.48217,
119,-1.87093,0.392844,3.37692,0.308972,-1.48256,
